549, 65, 88, 142
421, 9, 79, 164
421, 9, 79, 164
5, 45, 79, 116
108, 175, 132, 153
108, 175, 132, 153
0, 142, 82, 115
256, 9, 381, 306
256, 9, 381, 306
74, 70, 487, 269
221, 361, 101, 197
221, 361, 101, 197
1, 290, 290, 349
181, 105, 242, 533
1, 290, 290, 349
181, 105, 242, 533
53, 139, 130, 357
183, 163, 88, 171
234, 177, 138, 286
53, 139, 130, 357
288, 35, 160, 164
288, 35, 160, 164
378, 23, 121, 198
76, 29, 130, 119
378, 23, 121, 198
278, 0, 111, 108
76, 29, 130, 119
378, 23, 121, 198
354, 138, 177, 335
215, 142, 119, 298
215, 142, 119, 298
354, 138, 177, 335
191, 110, 225, 526
191, 110, 225, 526
151, 40, 123, 230
151, 40, 123, 230
309, 147, 138, 242
309, 147, 138, 242
72, 0, 249, 335
3, 182, 443, 303
306, 16, 173, 273
72, 0, 249, 335
72, 0, 249, 335
72, 0, 249, 335
306, 16, 173, 273
306, 16, 173, 273
72, 0, 249, 335
3, 182, 443, 303
452, 19, 144, 247
452, 19, 144, 247
452, 19, 144, 247
222, 39, 160, 343
80, 238, 114, 106
80, 238, 114, 106
71, 1, 205, 217
439, 3, 103, 219
71, 1, 205, 217
439, 3, 103, 219
71, 1, 205, 217
71, 1, 205, 217
439, 3, 103, 219
71, 1, 205, 217
145, 81, 8, 26
145, 81, 8, 26
69, 229, 249, 92
69, 229, 249, 92
69, 229, 249, 92
50, 124, 121, 130
50, 124, 121, 130
124, 59, 186, 377
124, 59, 186, 377
325, 345, 166, 131
441, 276, 162, 200
325, 345, 166, 131
325, 345, 166, 131
513, 2, 126, 99
513, 2, 126, 99
224, 2, 231, 298
224, 2, 231, 298
0, 202, 271, 223
0, 202, 271, 223
0, 202, 271, 223
0, 202, 271, 223
410, 189, 211, 236
0, 202, 271, 223
435, 312, 111, 86
435, 312, 111, 86
4, 128, 302, 339
376, 168, 104, 298
4, 128, 302, 339
320, 53, 300, 418
320, 53, 300, 418
4, 128, 302, 339
15, 46, 280, 326
15, 46, 280, 326
15, 46, 280, 326
2, 59, 270, 411
2, 59, 270, 411
220, 121, 371, 353
220, 121, 371, 353
387, 197, 252, 171
387, 197, 252, 171
383, 62, 256, 198
42, 186, 67, 63
383, 62, 256, 198
383, 62, 256, 198
86, 73, 281, 510
86, 73, 281, 510
86, 73, 281, 510
86, 73, 281, 510
405, 95, 81, 183
405, 95, 81, 183
405, 95, 81, 183
14, 72, 223, 206
43, 7, 292, 366
43, 7, 292, 366
188, 244, 178, 153
188, 244, 178, 153
188, 244, 178, 153
188, 244, 178, 153
64, 184, 210, 200
205, 38, 95, 156
205, 38, 95, 156
64, 184, 210, 200
205, 38, 95, 156
167, 341, 102, 99
167, 341, 102, 99
104, 220, 40, 86
281, 0, 45, 95
94, 100, 153, 323
94, 100, 153, 323
0, 13, 235, 290
320, 273, 316, 206
320, 273, 316, 206
320, 273, 316, 206
320, 273, 316, 206
291, 23, 348, 286
182, 247, 187, 163
206, 51, 186, 281
206, 51, 186, 281
182, 247, 187, 163
234, 230, 95, 222
234, 230, 95, 222
69, 432, 280, 115
0, 143, 209, 351
132, 221, 93, 243
132, 221, 93, 243
138, 83, 283, 343
335, 111, 297, 315
138, 83, 283, 343
138, 83, 283, 343
97, 280, 205, 206
97, 280, 205, 206
122, 45, 482, 411
122, 45, 482, 411
1, 198, 69, 98
1, 198, 69, 98
29, 92, 361, 323
29, 92, 361, 323
31, 50, 362, 371
31, 50, 362, 371
129, 74, 173, 310
440, 72, 129, 207
440, 72, 129, 207
129, 74, 173, 310
14, 71, 363, 179
19, 230, 363, 195
14, 71, 363, 179
19, 230, 363, 195
19, 230, 363, 195
19, 230, 363, 195
50, 94, 85, 228
147, 134, 200, 294
122, 215, 171, 125
122, 215, 171, 125
137, 33, 219, 340
137, 33, 219, 340
71, 19, 235, 337
71, 19, 235, 337
125, 102, 256, 355
9, 115, 264, 356
466, 44, 173, 327
466, 44, 173, 327
0, 32, 152, 314
144, 169, 107, 110
134, 135, 238, 283
134, 135, 238, 283
324, 242, 27, 44
324, 242, 27, 44
324, 242, 27, 44
324, 242, 27, 44
458, 288, 87, 75
323, 229, 51, 58
439, 167, 90, 77
290, 39, 37, 55
245, 11, 249, 357
130, 94, 134, 267
391, 219, 86, 135
140, 3, 284, 474
140, 3, 284, 474
140, 3, 284, 474
0, 352, 263, 282
0, 352, 263, 282
129, 6, 90, 213
0, 352, 263, 282
123, 427, 268, 167
123, 427, 268, 167
123, 427, 268, 167
504, 160, 125, 212
37, 97, 218, 185
504, 160, 125, 212
504, 160, 125, 212
146, 115, 318, 234
313, 178, 296, 195
343, 96, 209, 382
107, 91, 179, 370
107, 91, 179, 370
343, 96, 209, 382
346, 301, 56, 71
594, 316, 20, 52
0, 118, 240, 299
0, 118, 240, 299
177, 93, 253, 249
208, 156, 52, 65
208, 156, 52, 65
1, 94, 168, 257
208, 156, 52, 65
177, 93, 253, 249
101, 15, 473, 390
101, 15, 473, 390
101, 15, 473, 390
418, 5, 219, 125
2, 9, 224, 289
418, 5, 219, 125
286, 213, 106, 196
286, 213, 106, 196
37, 45, 183, 327
37, 45, 183, 327
37, 45, 183, 327
93, 257, 270, 315
287, 241, 117, 128
93, 257, 270, 315
266, 211, 290, 189
266, 211, 290, 189
222, 75, 169, 259
222, 75, 169, 259
222, 75, 169, 259
222, 75, 169, 259
235, 7, 230, 340
38, 144, 212, 217
235, 7, 230, 340
96, 0, 68, 88
14, 191, 429, 190
368, 195, 68, 47
14, 191, 429, 190
368, 195, 68, 47
14, 191, 429, 190
368, 195, 68, 47
274, 298, 22, 60
14, 191, 429, 190
385, 1, 121, 345
385, 1, 121, 345
189, 259, 113, 246
189, 259, 113, 246
0, 5, 640, 604
0, 5, 640, 604
336, 59, 128, 82
30, 96, 188, 172
495, 339, 107, 84
15, 52, 230, 344
15, 52, 230, 344
15, 52, 230, 344
188, 137, 445, 281
576, 180, 61, 110
576, 180, 61, 110
188, 137, 445, 281
188, 137, 445, 281
188, 137, 445, 281
188, 137, 445, 281
126, 183, 85, 240
126, 183, 85, 240
274, 207, 215, 131
274, 207, 215, 131
475, 129, 55, 106
1, 3, 117, 230
475, 129, 55, 106
122, 49, 315, 362
385, 26, 254, 393
385, 26, 254, 393
122, 49, 315, 362
232, 130, 164, 110
10, 124, 599, 342
380, 138, 240, 115
380, 138, 240, 115
358, 311, 68, 212
358, 311, 68, 212
145, 154, 112, 238
145, 154, 112, 238
353, 226, 286, 238
353, 226, 286, 238
95, 182, 282, 249
95, 182, 282, 249
325, 74, 86, 225
506, 102, 64, 52
128, 416, 82, 221
128, 416, 82, 221
132, 115, 77, 176
310, 72, 53, 156
132, 115, 77, 176
132, 115, 77, 176
132, 115, 77, 176
132, 115, 77, 176
310, 72, 53, 156
299, 172, 212, 221
299, 172, 212, 221
20, 211, 119, 158
20, 211, 119, 158
387, 265, 113, 122
387, 265, 113, 122
221, 77, 147, 340
221, 77, 147, 340
417, 112, 221, 313
161, 124, 298, 300
161, 124, 298, 300
417, 112, 221, 313
5, 77, 206, 302
417, 112, 221, 313
417, 112, 221, 313
417, 112, 221, 313
148, 128, 139, 250
70, 145, 25, 69
0, 85, 341, 380
310, 353, 255, 124
198, 41, 387, 423
310, 353, 255, 124
68, 105, 237, 99
68, 105, 237, 99
68, 105, 237, 99
68, 105, 237, 99
68, 105, 237, 99
68, 105, 237, 99
68, 105, 237, 99
35, 233, 115, 176
35, 233, 115, 176
35, 233, 115, 176
157, 57, 448, 414
157, 57, 448, 414
197, 107, 95, 110
199, 186, 85, 82
121, 80, 86, 181
199, 186, 85, 82
0, 5, 71, 265
0, 5, 71, 265
290, 6, 290, 348
225, 1, 74, 110
142, 187, 111, 63
123, 218, 150, 180
554, 103, 84, 187
554, 103, 84, 187
105, 252, 156, 162
349, 239, 152, 179
349, 239, 152, 179
105, 252, 156, 162
360, 103, 274, 271
360, 103, 274, 271
360, 103, 274, 271
3, 60, 121, 320
387, 332, 161, 87
361, 144, 104, 176
168, 182, 126, 66
387, 332, 161, 87
387, 332, 161, 87
361, 144, 104, 176
288, 199, 222, 133
5, 238, 225, 190
5, 238, 225, 190
5, 238, 225, 190
204, 247, 205, 164
204, 247, 205, 164
203, 20, 257, 386
203, 20, 257, 386
82, 99, 138, 113
114, 77, 121, 172
114, 77, 121, 172
114, 77, 121, 172
114, 77, 121, 172
1, 132, 372, 347
1, 132, 372, 347
186, 188, 367, 68
186, 188, 367, 68
186, 188, 367, 68
85, 126, 223, 350
85, 126, 223, 350
298, 12, 181, 417
64, 1, 302, 422
64, 1, 302, 422
298, 12, 181, 417
298, 12, 181, 417
64, 1, 302, 422
182, 239, 70, 246
322, 2, 283, 285
76, 0, 201, 462
76, 0, 201, 462
76, 0, 201, 462
322, 2, 283, 285
322, 2, 283, 285
182, 239, 70, 246
199, 32, 93, 189
199, 32, 93, 189
52, 98, 117, 263
52, 98, 117, 263
362, 134, 238, 279
1, 278, 123, 160
97, 260, 110, 139
334, 287, 90, 105
1, 278, 123, 160
157, 114, 252, 293
285, 89, 353, 349
157, 114, 252, 293
282, 180, 154, 222
441, 56, 87, 348
359, 77, 98, 328
228, 58, 114, 345
228, 58, 114, 345
283, 190, 41, 45
441, 56, 87, 348
283, 190, 41, 45
283, 190, 41, 45
344, 135, 152, 232
115, 40, 147, 209
115, 40, 147, 209
344, 135, 152, 232
345, 217, 191, 240
345, 217, 191, 240
4, 246, 159, 151
4, 246, 159, 151
2, 177, 92, 119
248, 207, 249, 169
0, 184, 126, 337
0, 184, 126, 337
0, 184, 126, 337
0, 184, 126, 337
0, 0, 280, 334
0, 0, 280, 334
0, 0, 280, 334
219, 4, 420, 347
360, 76, 56, 116
108, 68, 93, 145
201, 126, 170, 256
201, 126, 170, 256
73, 50, 159, 320
0, 34, 97, 336
0, 34, 97, 336
191, 24, 101, 347
73, 50, 159, 320
280, 60, 100, 307
73, 50, 159, 320
0, 212, 235, 351
250, 57, 350, 354
217, 43, 396, 403
250, 57, 350, 354
107, 63, 51, 78
61, 35, 63, 107
207, 213, 216, 237
376, 80, 256, 263
10, 0, 415, 640
10, 0, 415, 640
10, 0, 415, 640
10, 0, 415, 640
59, 45, 110, 202
472, 29, 114, 217
289, 37, 72, 214
292, 150, 33, 36
2, 191, 538, 165
368, 73, 174, 348
334, 124, 77, 74
334, 124, 77, 74
167, 111, 115, 309
334, 124, 77, 74
334, 124, 77, 74
368, 73, 174, 348
275, 102, 128, 284
122, 71, 151, 354
9, 14, 173, 411
9, 14, 173, 411
275, 102, 128, 284
275, 102, 128, 284
275, 102, 128, 284
122, 71, 151, 354
457, 127, 140, 179
457, 127, 140, 179
130, 97, 132, 107
0, 159, 639, 267
273, 130, 223, 219
120, 161, 92, 354
207, 73, 222, 347
120, 161, 92, 354
207, 73, 222, 347
189, 70, 120, 221
189, 70, 120, 221
189, 70, 120, 221
295, 16, 185, 224
295, 16, 185, 224
189, 70, 120, 221
176, 146, 141, 163
176, 146, 141, 163
309, 116, 276, 206
176, 146, 141, 163
504, 40, 120, 150
504, 40, 120, 150
504, 40, 120, 150
159, 81, 178, 223
106, 279, 201, 84
147, 41, 132, 294
147, 41, 132, 294
172, 263, 417, 109
172, 263, 417, 109
151, 85, 118, 284
151, 85, 118, 284
279, 35, 310, 392
0, 46, 285, 381
279, 35, 310, 392
0, 46, 285, 381
429, 216, 83, 118
174, 406, 149, 206
55, 143, 433, 132
